Area,Item,Year,Production in tonnes 
Nigeria,Oil palm fruit,1979,5750000
Nigeria,Oil palm fruit,1980,5750000
Nigeria,Oil palm fruit,1981,5000000
Nigeria,Oil palm fruit,1982,5000000
Nigeria,Oil palm fruit,1983,4750000
Nigeria,Oil palm fruit,1984,5500000
Nigeria,Oil palm fruit,1985,5700000
Nigeria,Oil palm fruit,1986,5900000
Nigeria,Oil palm fruit,1987,6100000
Nigeria,Oil palm fruit,1988,6000000
Nigeria,Oil palm fruit,1989,6100000
Nigeria,Oil palm fruit,1990,6200000
Nigeria,Oil palm fruit,1991,6500000
Nigeria,Oil palm fruit,1992,6800000
Nigeria,Oil palm fruit,1993,7200000
Nigeria,Oil palm fruit,1994,7250000
Nigeria,Oil palm fruit,1995,7800000
Nigeria,Oil palm fruit,1996,7750000
Nigeria,Oil palm fruit,1997,7750000
Nigeria,Oil palm fruit,1998,7800000
Nigeria,Oil palm fruit,1999,8000000
Nigeria,Oil palm fruit,2000,8220000
Nigeria,Oil palm fruit,2001,8500000
Nigeria,Oil palm fruit,2002,8500000
Nigeria,Oil palm fruit,2003,8632000
Nigeria,Oil palm fruit,2004,8700000
Nigeria,Oil palm fruit,2005,8500000
Nigeria,Oil palm fruit,2006,8300000
Nigeria,Oil palm fruit,2007,8500000
Nigeria,Oil palm fruit,2008,8500000
Nigeria,Oil palm fruit,2009,8500000
Nigeria,Oil palm fruit,2010,8000000
Nigeria,Oil palm fruit,2011,8000000
Nigeria,Oil palm fruit,2012,8100000
Nigeria,Oil palm fruit,2013,8000000
Nigeria,Oil palm fruit,2014,8200000
Nigeria,Oil palm fruit,2015,8300000
Nigeria,Oil palm fruit,2016,8500000
Nigeria,Oil palm fruit,2017,9100000
Nigeria,Oil palm fruit,2018,9600000
Nigeria,Oil palm fruit,2019,10025174
Nigeria,Oilseeds nes,1988,500
Nigeria,Oilseeds nes,1989,500
Nigeria,Oilseeds nes,1990,548
Nigeria,Oilseeds nes,1991,759
Nigeria,Oilseeds nes,1992,760
Nigeria,Oilseeds nes,1993,780
Nigeria,Oilseeds nes,1994,800
Nigeria,Oilseeds nes,1995,820
Nigeria,Oilseeds nes,1996,720
Nigeria,Oilseeds nes,1997,612
Nigeria,Oilseeds nes,1998,600
Nigeria,Oilseeds nes,1999,570
Nigeria,Oilseeds nes,2000,596
Nigeria,Oilseeds nes,2001,620
Nigeria,Oilseeds nes,2002,652
Nigeria,Oilseeds nes,2003,682
Nigeria,Oilseeds nes,2004,713
Nigeria,Oilseeds nes,2005,700
Nigeria,Oilseeds nes,2006,724
Nigeria,Oilseeds nes,2007,500
Nigeria,Oilseeds nes,2008,742
Nigeria,Oilseeds nes,2009,776
Nigeria,Oilseeds nes,2010,814
Nigeria,Oilseeds nes,2011,450
Nigeria,Oilseeds nes,2012,460
Nigeria,Oilseeds nes,2013,460
Nigeria,Oilseeds nes,2014,500
Nigeria,Oilseeds nes,2015,600
Nigeria,Oilseeds nes,2016,700
Nigeria,Oilseeds nes,2017,800
Nigeria,Oilseeds nes,2018,752
Nigeria,Oilseeds nes,2019,605
Nigeria,Okra,1961,235000
Nigeria,Okra,1962,241000
Nigeria,Okra,1963,246000
Nigeria,Okra,1964,252000
Nigeria,Okra,1965,259000
Nigeria,Okra,1966,265000
Nigeria,Okra,1967,272000
Nigeria,Okra,1968,279000
Nigeria,Okra,1969,287000
Nigeria,Okra,1970,290000
Nigeria,Okra,1971,295000
Nigeria,Okra,1972,300000
Nigeria,Okra,1973,315000
Nigeria,Okra,1974,330000
Nigeria,Okra,1975,350000
Nigeria,Okra,1976,370000
Nigeria,Okra,1977,385000
Nigeria,Okra,1978,400000
Nigeria,Okra,1979,410000
Nigeria,Okra,1980,420000
Nigeria,Okra,1981,430000
Nigeria,Okra,1982,440000
Nigeria,Okra,1983,450000
Nigeria,Okra,1984,460000
Nigeria,Okra,1985,475000
Nigeria,Okra,1986,490000
Nigeria,Okra,1987,500000
Nigeria,Okra,1988,510000
Nigeria,Okra,1989,791000
Nigeria,Okra,1990,526000
Nigeria,Okra,1991,530000
Nigeria,Okra,1992,550000
Nigeria,Okra,1993,570000
Nigeria,Okra,1994,600000
Nigeria,Okra,1995,630000
Nigeria,Okra,1996,650000
Nigeria,Okra,1997,612000
Nigeria,Okra,1998,638000
Nigeria,Okra,1999,719000
Nigeria,Okra,2000,751342
Nigeria,Okra,2001,772748
Nigeria,Okra,2002,750000
Nigeria,Okra,2003,810000
Nigeria,Okra,2004,870000
Nigeria,Okra,2005,950000
Nigeria,Okra,2006,1000000
Nigeria,Okra,2007,1280000
Nigeria,Okra,2008,1039000
Nigeria,Okra,2009,1050000
Nigeria,Okra,2010,1083620
Nigeria,Okra,2011,843500
Nigeria,Okra,2012,1999200
Nigeria,Okra,2013,1886200
Nigeria,Okra,2014,2039500
Nigeria,Okra,2015,2067900
Nigeria,Okra,2016,1461600
Nigeria,Okra,2017,1561900
Nigeria,Okra,2018,1695020
Nigeria,Okra,2019,1819018
Nigeria,Onions  dry,1961,350000
Nigeria,Onions  dry,1962,350000
Nigeria,Onions  dry,1963,350000
Nigeria,Onions  dry,1964,350000
Nigeria,Onions  dry,1965,350000
Nigeria,Onions  dry,1966,350000
Nigeria,Onions  dry,1967,350000
Nigeria,Onions  dry,1968,350000
Nigeria,Onions  dry,1969,350000
Nigeria,Onions  dry,1970,350000
Nigeria,Onions  dry,1971,400000
Nigeria,Onions  dry,1972,400000
Nigeria,Onions  dry,1973,400000
Nigeria,Onions  dry,1974,400000
Nigeria,Onions  dry,1975,400000
Nigeria,Onions  dry,1976,400000
Nigeria,Onions  dry,1977,400000
Nigeria,Onions  dry,1978,400000
Nigeria,Onions  dry,1979,400000
Nigeria,Onions  dry,1980,400000
Nigeria,Onions  dry,1981,400000
Nigeria,Onions  dry,1982,400000
Nigeria,Onions  dry,1983,400000
Nigeria,Onions  dry,1984,400000
Nigeria,Onions  dry,1985,400000
Nigeria,Onions  dry,1986,500000
Nigeria,Onions  dry,1987,500000
Nigeria,Onions  dry,1988,500000
Nigeria,Onions  dry,1989,500000
Nigeria,Onions  dry,1990,504719
Nigeria,Onions  dry,1991,386152
Nigeria,Onions  dry,1992,401542
Nigeria,Onions  dry,1993,426572
Nigeria,Onions  dry,1994,461130
Nigeria,Onions  dry,1995,498539
Nigeria,Onions  dry,1996,543298
Nigeria,Onions  dry,1997,567000
Nigeria,Onions  dry,1998,580000
Nigeria,Onions  dry,1999,596000
Nigeria,Onions  dry,2000,593008
Nigeria,Onions  dry,2001,617178
Nigeria,Onions  dry,2002,632741
Nigeria,Onions  dry,2003,658657
Nigeria,Onions  dry,2004,1147090
Nigeria,Onions  dry,2005,1182520
Nigeria,Onions  dry,2006,1175020
Nigeria,Onions  dry,2007,1238220
Nigeria,Onions  dry,2008,1365670
Nigeria,Onions  dry,2009,1344769
Nigeria,Onions  dry,2010,1346218
Nigeria,Onions  dry,2011,1238090
Nigeria,Onions  dry,2012,899700
Nigeria,Onions  dry,2013,802340
Nigeria,Onions  dry,2014,985400
Nigeria,Onions  dry,2015,997900
Nigeria,Onions  dry,2016,1332300
Nigeria,Onions  dry,2017,1432186
Nigeria,Onions  dry,2018,1400000
Nigeria,Onions  dry,2019,1374764
Nigeria,Onions  shallots  green,1961,71000
Nigeria,Onions  shallots  green,1962,73000
Nigeria,Onions  shallots  green,1963,74000
Nigeria,Onions  shallots  green,1964,76000
Nigeria,Onions  shallots  green,1965,78000
Nigeria,Onions  shallots  green,1966,80000
Nigeria,Onions  shallots  green,1967,82000
Nigeria,Onions  shallots  green,1968,83000
Nigeria,Onions  shallots  green,1969,83000
Nigeria,Onions  shallots  green,1970,88000
Nigeria,Onions  shallots  green,1971,90000
Nigeria,Onions  shallots  green,1972,80000
Nigeria,Onions  shallots  green,1973,60000
Nigeria,Onions  shallots  green,1974,60000
Nigeria,Onions  shallots  green,1975,80000
Nigeria,Onions  shallots  green,1976,85000
Nigeria,Onions  shallots  green,1977,90000
Nigeria,Onions  shallots  green,1978,100000
Nigeria,Onions  shallots  green,1979,100000
Nigeria,Onions  shallots  green,1980,100000
Nigeria,Onions  shallots  green,1981,100000
Nigeria,Onions  shallots  green,1982,100000
Nigeria,Onions  shallots  green,1983,100000
Nigeria,Onions  shallots  green,1984,100000
Nigeria,Onions  shallots  green,1985,100000
Nigeria,Onions  shallots  green,1986,105000
Nigeria,Onions  shallots  green,1987,110000
Nigeria,Onions  shallots  green,1988,115000
Nigeria,Onions  shallots  green,1989,120000
Nigeria,Onions  shallots  green,1990,125000
Nigeria,Onions  shallots  green,1991,135000
Nigeria,Onions  shallots  green,1992,150000
Nigeria,Onions  shallots  green,1993,175000
Nigeria,Onions  shallots  green,1994,200000
Nigeria,Onions  shallots  green,1995,217815
Nigeria,Onions  shallots  green,1996,232430
Nigeria,Onions  shallots  green,1997,244053
Nigeria,Onions  shallots  green,1998,221234
Nigeria,Onions  shallots  green,1999,221856
Nigeria,Onions  shallots  green,2000,222656
Nigeria,Onions  shallots  green,2001,220931
Nigeria,Onions  shallots  green,2002,220000
Nigeria,Onions  shallots  green,2003,219741
Nigeria,Onions  shallots  green,2004,220228
Nigeria,Onions  shallots  green,2005,220500
Nigeria,Onions  shallots  green,2006,221000
Nigeria,Onions  shallots  green,2007,225000
Nigeria,Onions  shallots  green,2008,226000
Nigeria,Onions  shallots  green,2009,228474
Nigeria,Onions  shallots  green,2010,231684
Nigeria,Onions  shallots  green,2011,236000
Nigeria,Onions  shallots  green,2012,240000
Nigeria,Onions  shallots  green,2013,235000
Nigeria,Onions  shallots  green,2014,235000
Nigeria,Onions  shallots  green,2015,234550
Nigeria,Onions  shallots  green,2016,244029
Nigeria,Onions  shallots  green,2017,244172
Nigeria,Onions  shallots  green,2018,245885
Nigeria,Onions  shallots  green,2019,247599
Nigeria,Papayas,1961,250000
Nigeria,Papayas,1962,250000
Nigeria,Papayas,1963,250000
Nigeria,Papayas,1964,250000
Nigeria,Papayas,1965,300000
Nigeria,Papayas,1966,300000
Nigeria,Papayas,1967,300000
Nigeria,Papayas,1968,300000
Nigeria,Papayas,1969,300000
Nigeria,Papayas,1970,350000
Nigeria,Papayas,1971,350000
Nigeria,Papayas,1972,350000
Nigeria,Papayas,1973,350000
Nigeria,Papayas,1974,350000
Nigeria,Papayas,1975,380000
Nigeria,Papayas,1976,380000
Nigeria,Papayas,1977,380000
Nigeria,Papayas,1978,380000
Nigeria,Papayas,1979,380000
Nigeria,Papayas,1980,400000
Nigeria,Papayas,1981,400000
Nigeria,Papayas,1982,400000
Nigeria,Papayas,1983,400000
Nigeria,Papayas,1984,400000
Nigeria,Papayas,1985,400000
Nigeria,Papayas,1986,400000
Nigeria,Papayas,1987,400000
Nigeria,Papayas,1988,400000
Nigeria,Papayas,1989,498000
Nigeria,Papayas,1990,517000
Nigeria,Papayas,1991,530000
Nigeria,Papayas,1992,550000
Nigeria,Papayas,1993,618000
Nigeria,Papayas,1994,629000
Nigeria,Papayas,1995,648000
Nigeria,Papayas,1996,662000
Nigeria,Papayas,1997,675000
Nigeria,Papayas,1998,751000
Nigeria,Papayas,1999,748000
Nigeria,Papayas,2000,744626
Nigeria,Papayas,2001,747894
Nigeria,Papayas,2002,755000
Nigeria,Papayas,2003,753379
Nigeria,Papayas,2004,753629
Nigeria,Papayas,2005,755500
Nigeria,Papayas,2006,759000
Nigeria,Papayas,2007,765000
Nigeria,Papayas,2008,750000
Nigeria,Papayas,2009,752228
Nigeria,Papayas,2010,750000
Nigeria,Papayas,2011,760000
Nigeria,Papayas,2012,775000
Nigeria,Papayas,2013,800000
Nigeria,Papayas,2014,850000
Nigeria,Papayas,2015,879278
Nigeria,Papayas,2016,840228
Nigeria,Papayas,2017,844654
Nigeria,Papayas,2018,850117
Nigeria,Papayas,2019,855581
Nigeria,Pineapples,1961,500000
Nigeria,Pineapples,1962,500000
Nigeria,Pineapples,1963,500000
Nigeria,Pineapples,1964,500000
Nigeria,Pineapples,1965,500000
Nigeria,Pineapples,1966,500000
Nigeria,Pineapples,1967,500000
Nigeria,Pineapples,1968,500000
Nigeria,Pineapples,1969,500000
Nigeria,Pineapples,1970,600000
Nigeria,Pineapples,1971,600000
Nigeria,Pineapples,1972,600000
Nigeria,Pineapples,1973,600000
Nigeria,Pineapples,1974,600000
Nigeria,Pineapples,1975,600000
Nigeria,Pineapples,1976,600000
Nigeria,Pineapples,1977,600000
Nigeria,Pineapples,1978,600000
Nigeria,Pineapples,1979,600000
Nigeria,Pineapples,1980,600000
Nigeria,Pineapples,1981,600000
Nigeria,Pineapples,1982,600000
Nigeria,Pineapples,1983,700000
Nigeria,Pineapples,1984,700000
Nigeria,Pineapples,1985,700000
Nigeria,Pineapples,1986,700000
Nigeria,Pineapples,1987,700000
Nigeria,Pineapples,1988,700000
Nigeria,Pineapples,1989,741000
Nigeria,Pineapples,1990,763000
Nigeria,Pineapples,1991,800000
Nigeria,Pineapples,1992,800000
Nigeria,Pineapples,1993,800000
Nigeria,Pineapples,1994,800000
Nigeria,Pineapples,1995,800000
Nigeria,Pineapples,1996,800000
Nigeria,Pineapples,1997,830000
Nigeria,Pineapples,1998,857000
Nigeria,Pineapples,1999,881000
Nigeria,Pineapples,2000,886110
Nigeria,Pineapples,2001,889190
Nigeria,Pineapples,2002,889000
Nigeria,Pineapples,2003,891496
Nigeria,Pineapples,2004,892916
Nigeria,Pineapples,2005,890000
Nigeria,Pineapples,2006,895000
Nigeria,Pineapples,2007,900000
Nigeria,Pineapples,2008,900000
Nigeria,Pineapples,2009,1000000
Nigeria,Pineapples,2010,1487350
Nigeria,Pineapples,2011,1480571
Nigeria,Pineapples,2012,1437128
Nigeria,Pineapples,2013,1447644
Nigeria,Pineapples,2014,1471404
Nigeria,Pineapples,2015,1496185
Nigeria,Pineapples,2016,1552833
Nigeria,Pineapples,2017,1600564
Nigeria,Pineapples,2018,1636002
Nigeria,Pineapples,2019,1671440
Nigeria,Plantains and  s,1961,798000
Nigeria,Plantains and  s,1962,817000
Nigeria,Plantains and  s,1963,833000
Nigeria,Plantains and  s,1964,853000
Nigeria,Plantains and  s,1965,877000
Nigeria,Plantains and  s,1966,898000
Nigeria,Plantains and  s,1967,918000
Nigeria,Plantains and  s,1968,942000
Nigeria,Plantains and  s,1969,970000
Nigeria,Plantains and  s,1970,985000
Nigeria,Plantains and  s,1971,1008000
Nigeria,Plantains and  s,1972,994000
Nigeria,Plantains and  s,1973,996000
Nigeria,Plantains and  s,1974,1018000
Nigeria,Plantains and  s,1975,1016000
Nigeria,Plantains and  s,1976,1022000
Nigeria,Plantains and  s,1977,1026000
Nigeria,Plantains and  s,1978,1032000
Nigeria,Plantains and  s,1979,1038000
Nigeria,Plantains and  s,1980,1042000
Nigeria,Plantains and  s,1981,1048000
Nigeria,Plantains and  s,1982,1054000
Nigeria,Plantains and  s,1983,1068000
Nigeria,Plantains and  s,1984,1086000
Nigeria,Plantains and  s,1985,1113000
Nigeria,Plantains and  s,1986,1127000
Nigeria,Plantains and  s,1987,1071000
Nigeria,Plantains and  s,1988,887000
Nigeria,Plantains and  s,1989,1413000
Nigeria,Plantains and  s,1990,1215000
Nigeria,Plantains and  s,1991,1339000
Nigeria,Plantains and  s,1992,1417000
Nigeria,Plantains and  s,1993,1623000
Nigeria,Plantains and  s,1994,1665000
Nigeria,Plantains and  s,1995,1632000
Nigeria,Plantains and  s,1996,1687000
Nigeria,Plantains and  s,1997,1744000
Nigeria,Plantains and  s,1998,1803000
Nigeria,Plantains and  s,1999,1902000
Nigeria,Plantains and  s,2000,1969000
Nigeria,Plantains and  s,2001,1999000
Nigeria,Plantains and  s,2002,2127000
Nigeria,Plantains and  s,2003,2263000
Nigeria,Plantains and  s,2004,2421000
Nigeria,Plantains and  s,2005,2591000
Nigeria,Plantains and  s,2006,2785000
Nigeria,Plantains and  s,2007,2991000
Nigeria,Plantains and  s,2008,2727000
Nigeria,Plantains and  s,2009,2700000
Nigeria,Plantains and  s,2010,2675530
Nigeria,Plantains and  s,2011,2679796
Nigeria,Plantains and  s,2012,2954790
Nigeria,Plantains and  s,2013,2957046
Nigeria,Plantains and  s,2014,3018843
Nigeria,Plantains and  s,2015,3065945
Nigeria,Plantains and  s,2016,3066786
Nigeria,Plantains and  s,2017,3105482
Nigeria,Plantains and  s,2018,3144177
Nigeria,Plantains and  s,2019,3182872
Nigeria,Potatoes,1961,18000
Nigeria,Potatoes,1962,19000
Nigeria,Potatoes,1963,20000
Nigeria,Potatoes,1964,21000
Nigeria,Potatoes,1965,22000
Nigeria,Potatoes,1966,23000
Nigeria,Potatoes,1967,23000
Nigeria,Potatoes,1968,24000
Nigeria,Potatoes,1969,25000
Nigeria,Potatoes,1970,24385
Nigeria,Potatoes,1971,26000
Nigeria,Potatoes,1972,27000
Nigeria,Potatoes,1973,27000
Nigeria,Potatoes,1974,27000
Nigeria,Potatoes,1975,28000
Nigeria,Potatoes,1976,30000
Nigeria,Potatoes,1977,32000
Nigeria,Potatoes,1978,34000
Nigeria,Potatoes,1979,38000
Nigeria,Potatoes,1980,40000
Nigeria,Potatoes,1981,38000
Nigeria,Potatoes,1982,40000
Nigeria,Potatoes,1983,38000
Nigeria,Potatoes,1984,42000
Nigeria,Potatoes,1985,43000
Nigeria,Potatoes,1986,46000
Nigeria,Potatoes,1987,45000
Nigeria,Potatoes,1988,44000
Nigeria,Potatoes,1989,50000
Nigeria,Potatoes,1990,54000
Nigeria,Potatoes,1991,66000
Nigeria,Potatoes,1992,73000
Nigeria,Potatoes,1993,80000
Nigeria,Potatoes,1994,90000
Nigeria,Potatoes,1995,95000
Nigeria,Potatoes,1996,99000
Nigeria,Potatoes,1997,103000
Nigeria,Potatoes,1998,107000
Nigeria,Potatoes,1999,573000
Nigeria,Potatoes,2000,599000
Nigeria,Potatoes,2001,599000
Nigeria,Potatoes,2002,637000
Nigeria,Potatoes,2003,678000
Nigeria,Potatoes,2004,726000
Nigeria,Potatoes,2005,776000
Nigeria,Potatoes,2006,838000
Nigeria,Potatoes,2007,662000
Nigeria,Potatoes,2008,1105000
Nigeria,Potatoes,2009,1000000
Nigeria,Potatoes,2010,1026311
Nigeria,Potatoes,2011,1077058
Nigeria,Potatoes,2012,1085139
Nigeria,Potatoes,2013,1124985
Nigeria,Potatoes,2014,1173146
Nigeria,Potatoes,2015,1240446
Nigeria,Potatoes,2016,1273684
Nigeria,Potatoes,2017,1314753
Nigeria,Potatoes,2018,1355823
Nigeria,Potatoes,2019,1396892
Nigeria,Pulses nes,1961,41000
Nigeria,Pulses nes,1962,41000
Nigeria,Pulses nes,1963,42000
Nigeria,Pulses nes,1964,44000
Nigeria,Pulses nes,1965,46000
Nigeria,Pulses nes,1966,47000
Nigeria,Pulses nes,1967,47000
Nigeria,Pulses nes,1968,48000
Nigeria,Pulses nes,1969,49000
Nigeria,Pulses nes,1970,49000
Nigeria,Pulses nes,1971,49000
Nigeria,Pulses nes,1972,49000
Nigeria,Pulses nes,1973,49000
Nigeria,Pulses nes,1974,50000
Nigeria,Pulses nes,1975,52000
Nigeria,Pulses nes,1976,52000
Nigeria,Pulses nes,1977,50000
Nigeria,Pulses nes,1978,52000
Nigeria,Pulses nes,1979,53000
Nigeria,Pulses nes,1980,53000
Nigeria,Pulses nes,1981,53000
Nigeria,Pulses nes,1982,55000
Nigeria,Pulses nes,1983,50000
Nigeria,Pulses nes,1984,50000
Nigeria,Pulses nes,1985,50000
Nigeria,Pulses nes,1986,50000
Nigeria,Pulses nes,1987,50000
Nigeria,Pulses nes,1988,50000
Nigeria,Pulses nes,1989,50000
Nigeria,Pulses nes,1990,54870
Nigeria,Pulses nes,1991,28756
Nigeria,Pulses nes,1992,30215
Nigeria,Pulses nes,1993,31674
Nigeria,Pulses nes,1994,33133
Nigeria,Pulses nes,1995,34592
Nigeria,Pulses nes,1996,36051
Nigeria,Pulses nes,1997,37510
Nigeria,Pulses nes,1998,38969
Nigeria,Pulses nes,1999,40428
Nigeria,Pulses nes,2000,41887
Nigeria,Pulses nes,2001,43346
Nigeria,Pulses nes,2002,44805
Nigeria,Pulses nes,2003,46263
Nigeria,Pulses nes,2004,47865
Nigeria,Pulses nes,2005,49018
Nigeria,Pulses nes,2006,51000
Nigeria,Pulses nes,2007,53000
Nigeria,Pulses nes,2008,54000
Nigeria,Pulses nes,2009,55000
Nigeria,Pulses nes,2010,56000
Nigeria,Pulses nes,2011,56000
Nigeria,Pulses nes,2012,60000
Nigeria,Pulses nes,2013,64000
Nigeria,Pulses nes,2014,67281
Nigeria,Pulses nes,2015,65032
Nigeria,Pulses nes,2016,65905
Nigeria,Pulses nes,2017,67355
Nigeria,Pulses nes,2018,68806
Nigeria,Pulses nes,2019,70257
Nigeria,Rice  paddy,1961,133000
Nigeria,Rice  paddy,1962,257000
Nigeria,Rice  paddy,1963,195000
Nigeria,Rice  paddy,1964,220000
Nigeria,Rice  paddy,1965,231000
Nigeria,Rice  paddy,1966,199000
Nigeria,Rice  paddy,1967,385000
Nigeria,Rice  paddy,1968,353000
Nigeria,Rice  paddy,1969,325000
Nigeria,Rice  paddy,1970,343000
Nigeria,Rice  paddy,1971,388000
Nigeria,Rice  paddy,1972,447000
Nigeria,Rice  paddy,1973,487000
Nigeria,Rice  paddy,1974,525000
Nigeria,Rice  paddy,1975,504000
Nigeria,Rice  paddy,1976,218000
Nigeria,Rice  paddy,1977,408000
Nigeria,Rice  paddy,1978,515000
Nigeria,Rice  paddy,1979,750000
Nigeria,Rice  paddy,1980,1090000
Nigeria,Rice  paddy,1981,1241000
Nigeria,Rice  paddy,1982,1250000
Nigeria,Rice  paddy,1983,1280000
Nigeria,Rice  paddy,1984,1300000
Nigeria,Rice  paddy,1985,1430000
Nigeria,Rice  paddy,1986,1416322
Nigeria,Rice  paddy,1987,1780000
Nigeria,Rice  paddy,1988,2081000
Nigeria,Rice  paddy,1989,3303000
Nigeria,Rice  paddy,1990,2500000
Nigeria,Rice  paddy,1991,3226000
Nigeria,Rice  paddy,1992,3260000
Nigeria,Rice  paddy,1993,3065000
Nigeria,Rice  paddy,1994,2427000
Nigeria,Rice  paddy,1995,2920000
Nigeria,Rice  paddy,1996,3122000
Nigeria,Rice  paddy,1997,3268000
Nigeria,Rice  paddy,1998,3275000
Nigeria,Rice  paddy,1999,3277000
Nigeria,Rice  paddy,2000,3298000
Nigeria,Rice  paddy,2001,2752000
Nigeria,Rice  paddy,2002,2928000
Nigeria,Rice  paddy,2003,3116000
Nigeria,Rice  paddy,2004,3334000
Nigeria,Rice  paddy,2005,3567000
Nigeria,Rice  paddy,2006,4042000
Nigeria,Rice  paddy,2007,3186000
Nigeria,Rice  paddy,2008,4179000
Nigeria,Rice  paddy,2009,3546250
Nigeria,Rice  paddy,2010,4472520
Nigeria,Rice  paddy,2011,4612614
Nigeria,Rice  paddy,2012,5432930
Nigeria,Rice  paddy,2013,4823330
Nigeria,Rice  paddy,2014,6002831
Nigeria,Rice  paddy,2015,6256228
Nigeria,Rice  paddy,2016,7564050
Nigeria,Rice  paddy,2017,7826120
Nigeria,Rice  paddy,2018,8403000
Nigeria,Rice  paddy,2019,8435000
Nigeria,Rice  paddy (rice milled equivalent),1961,88711
Nigeria,Rice  paddy (rice milled equivalent),1962,171419
Nigeria,Rice  paddy (rice milled equivalent),1963,130065
Nigeria,Rice  paddy (rice milled equivalent),1964,146740
Nigeria,Rice  paddy (rice milled equivalent),1965,154077
Nigeria,Rice  paddy (rice milled equivalent),1966,132733
Nigeria,Rice  paddy (rice milled equivalent),1967,256795
Nigeria,Rice  paddy (rice milled equivalent),1968,235451
Nigeria,Rice  paddy (rice milled equivalent),1969,216775
Nigeria,Rice  paddy (rice milled equivalent),1970,228781
Nigeria,Rice  paddy (rice milled equivalent),1971,258796
Nigeria,Rice  paddy (rice milled equivalent),1972,298149
Nigeria,Rice  paddy (rice milled equivalent),1973,324829
Nigeria,Rice  paddy (rice milled equivalent),1974,350175
Nigeria,Rice  paddy (rice milled equivalent),1975,336168
Nigeria,Rice  paddy (rice milled equivalent),1976,145406
Nigeria,Rice  paddy (rice milled equivalent),1977,272136
Nigeria,Rice  paddy (rice milled equivalent),1978,343505
Nigeria,Rice  paddy (rice milled equivalent),1979,500250
Nigeria,Rice  paddy (rice milled equivalent),1980,727030
Nigeria,Rice  paddy (rice milled equivalent),1981,827747
Nigeria,Rice  paddy (rice milled equivalent),1982,833750
Nigeria,Rice  paddy (rice milled equivalent),1983,853760
Nigeria,Rice  paddy (rice milled equivalent),1984,867100
Nigeria,Rice  paddy (rice milled equivalent),1985,953810
Nigeria,Rice  paddy (rice milled equivalent),1986,944687
Nigeria,Rice  paddy (rice milled equivalent),1987,1187260
Nigeria,Rice  paddy (rice milled equivalent),1988,1388027
Nigeria,Rice  paddy (rice milled equivalent),1989,2203101
Nigeria,Rice  paddy (rice milled equivalent),1990,1667500
Nigeria,Rice  paddy (rice milled equivalent),1991,2151742
Nigeria,Rice  paddy (rice milled equivalent),1992,2174420
Nigeria,Rice  paddy (rice milled equivalent),1993,2044355
Nigeria,Rice  paddy (rice milled equivalent),1994,1618809
Nigeria,Rice  paddy (rice milled equivalent),1995,1947640
Nigeria,Rice  paddy (rice milled equivalent),1996,2082374
Nigeria,Rice  paddy (rice milled equivalent),1997,2179756
Nigeria,Rice  paddy (rice milled equivalent),1998,2184425
Nigeria,Rice  paddy (rice milled equivalent),1999,2185759
Nigeria,Rice  paddy (rice milled equivalent),2000,2199766
Nigeria,Rice  paddy (rice milled equivalent),2001,1835584
Nigeria,Rice  paddy (rice milled equivalent),2002,1952976
Nigeria,Rice  paddy (rice milled equivalent),2003,2078372
Nigeria,Rice  paddy (rice milled equivalent),2004,2223778
Nigeria,Rice  paddy (rice milled equivalent),2005,2379189
Nigeria,Rice  paddy (rice milled equivalent),2006,2696014
Nigeria,Rice  paddy (rice milled equivalent),2007,2125062
Nigeria,Rice  paddy (rice milled equivalent),2008,2787393
Nigeria,Rice  paddy (rice milled equivalent),2009,2365349
Nigeria,Rice  paddy (rice milled equivalent),2010,2983171
Nigeria,Rice  paddy (rice milled equivalent),2011,3076614
Nigeria,Rice  paddy (rice milled equivalent),2012,3623764
Nigeria,Rice  paddy (rice milled equivalent),2013,3217161
Nigeria,Rice  paddy (rice milled equivalent),2014,4003888
Nigeria,Rice  paddy (rice milled equivalent),2015,4172904
Nigeria,Rice  paddy (rice milled equivalent),2016,5045221
Nigeria,Rice  paddy (rice milled equivalent),2017,5220022
Nigeria,Rice  paddy (rice milled equivalent),2018,5604801
Nigeria,Rice  paddy (rice milled equivalent),2019,5626145
Nigeria,Rubber  natural,1961,58000
Nigeria,Rubber  natural,1962,62000
Nigeria,Rubber  natural,1963,66000
Nigeria,Rubber  natural,1964,75000
Nigeria,Rubber  natural,1965,71000
Nigeria,Rubber  natural,1966,73500
Nigeria,Rubber  natural,1967,52000
Nigeria,Rubber  natural,1968,55750
Nigeria,Rubber  natural,1969,60750
Nigeria,Rubber  natural,1970,65250
Nigeria,Rubber  natural,1971,61750
Nigeria,Rubber  natural,1972,57199
Nigeria,Rubber  natural,1973,66250
Nigeria,Rubber  natural,1974,78000
Nigeria,Rubber  natural,1975,67750
Nigeria,Rubber  natural,1976,52500
Nigeria,Rubber  natural,1977,59250
Nigeria,Rubber  natural,1978,57500
Nigeria,Rubber  natural,1979,56000
Nigeria,Rubber  natural,1980,45000
Nigeria,Rubber  natural,1981,60000
Nigeria,Rubber  natural,1982,50000
Nigeria,Rubber  natural,1983,45000
Nigeria,Rubber  natural,1984,58000
Nigeria,Rubber  natural,1985,60000
Nigeria,Rubber  natural,1986,60000
Nigeria,Rubber  natural,1987,55300
Nigeria,Rubber  natural,1988,80500
Nigeria,Rubber  natural,1989,132000
