Area,Item,Year,Production in tonnes 
Nigeria,Bastfibres  ,1981,530
Nigeria,Bastfibres  ,1982,500
Nigeria,Bastfibres  ,1983,500
Nigeria,Bastfibres  ,1984,550
Nigeria,Bastfibres  ,1985,600
Nigeria,Bastfibres  ,1986,700
Nigeria,Bastfibres  ,1987,840
Nigeria,Bastfibres  ,1988,850
Nigeria,Bastfibres  ,1989,860
Nigeria,Bastfibres  ,1990,870
Nigeria,Bastfibres  ,1991,880
Nigeria,Bastfibres  ,1992,890
Nigeria,Bastfibres  ,1993,900
Nigeria,Bastfibres  ,1994,944
Nigeria,Bastfibres  ,1995,971
Nigeria,Bastfibres  ,1996,998
Nigeria,Bastfibres  ,1997,1024
Nigeria,Bastfibres  ,1998,1049
Nigeria,Bastfibres  ,1999,1074
Nigeria,Bastfibres  ,2000,1099
Nigeria,Bastfibres  ,2001,1124
Nigeria,Bastfibres  ,2002,1148
Nigeria,Bastfibres  ,2003,1171
Nigeria,Bastfibres  ,2004,1195
Nigeria,Bastfibres  ,2005,1219
Nigeria,Bastfibres  ,2006,1243
Nigeria,Bastfibres  ,2007,1266
Nigeria,Bastfibres  ,2008,1288
Nigeria,Bastfibres  ,2009,1310
Nigeria,Bastfibres  ,2010,1331
Nigeria,Bastfibres  ,2011,1351
Nigeria,Bastfibres  ,2012,1390
Nigeria,Bastfibres  ,2013,1390
Nigeria,Bastfibres  ,2014,1418
Nigeria,Bastfibres  ,2015,1451
Nigeria,Bastfibres  ,2016,1473
Nigeria,Bastfibres  ,2017,1496
Nigeria,Bastfibres  ,2018,1519
Nigeria,Bastfibres  ,2019,1542
Nigeria,Carrots and turnips,1961,150000
Nigeria,Carrots and turnips,1962,150000
Nigeria,Carrots and turnips,1963,150000
Nigeria,Carrots and turnips,1964,150000
Nigeria,Carrots and turnips,1965,150000
Nigeria,Carrots and turnips,1966,150000
Nigeria,Carrots and turnips,1967,150000
Nigeria,Carrots and turnips,1968,150000
Nigeria,Carrots and turnips,1969,150000
Nigeria,Carrots and turnips,1970,150000
Nigeria,Carrots and turnips,1971,150000
Nigeria,Carrots and turnips,1972,150000
Nigeria,Carrots and turnips,1973,150000
Nigeria,Carrots and turnips,1974,150000
Nigeria,Carrots and turnips,1975,150000
Nigeria,Carrots and turnips,1976,150000
Nigeria,Carrots and turnips,1977,150000
Nigeria,Carrots and turnips,1978,150000
Nigeria,Carrots and turnips,1979,150000
Nigeria,Carrots and turnips,1980,150000
Nigeria,Carrots and turnips,1981,150000
Nigeria,Carrots and turnips,1982,150000
Nigeria,Carrots and turnips,1983,150000
Nigeria,Carrots and turnips,1984,150000
Nigeria,Carrots and turnips,1985,150000
Nigeria,Carrots and turnips,1986,150000
Nigeria,Carrots and turnips,1987,150000
Nigeria,Carrots and turnips,1988,150000
Nigeria,Carrots and turnips,1989,166000
Nigeria,Carrots and turnips,1990,173000
Nigeria,Carrots and turnips,1991,175000
Nigeria,Carrots and turnips,1992,166662
Nigeria,Carrots and turnips,1993,139000
Nigeria,Carrots and turnips,1994,193000
Nigeria,Carrots and turnips,1995,198000
Nigeria,Carrots and turnips,1996,203000
Nigeria,Carrots and turnips,1997,210000
Nigeria,Carrots and turnips,1998,225000
Nigeria,Carrots and turnips,1999,231000
Nigeria,Carrots and turnips,2000,225440
Nigeria,Carrots and turnips,2001,227745
Nigeria,Carrots and turnips,2002,235000
Nigeria,Carrots and turnips,2003,232121
Nigeria,Carrots and turnips,2004,234008
Nigeria,Carrots and turnips,2005,237500
Nigeria,Carrots and turnips,2006,240000
Nigeria,Carrots and turnips,2007,243000
Nigeria,Carrots and turnips,2008,240000
Nigeria,Carrots and turnips,2009,231642
Nigeria,Carrots and turnips,2010,219911
Nigeria,Carrots and turnips,2011,217848
Nigeria,Carrots and turnips,2012,227128
Nigeria,Carrots and turnips,2013,227694
Nigeria,Carrots and turnips,2014,232574
Nigeria,Carrots and turnips,2015,233850
Nigeria,Carrots and turnips,2016,232815
Nigeria,Carrots and turnips,2017,233244
Nigeria,Carrots and turnips,2018,233673
Nigeria,Carrots and turnips,2019,234102
Nigeria,Cashew nuts  with shell,1961,7000
Nigeria,Cashew nuts  with shell,1962,14000
Nigeria,Cashew nuts  with shell,1963,15000
Nigeria,Cashew nuts  with shell,1964,19000
Nigeria,Cashew nuts  with shell,1965,22000
Nigeria,Cashew nuts  with shell,1966,23000
Nigeria,Cashew nuts  with shell,1967,24000
Nigeria,Cashew nuts  with shell,1968,25000
Nigeria,Cashew nuts  with shell,1969,25000
Nigeria,Cashew nuts  with shell,1970,25000
Nigeria,Cashew nuts  with shell,1971,25000
Nigeria,Cashew nuts  with shell,1972,25000
Nigeria,Cashew nuts  with shell,1973,25000
Nigeria,Cashew nuts  with shell,1974,25000
Nigeria,Cashew nuts  with shell,1975,25000
Nigeria,Cashew nuts  with shell,1976,25000
Nigeria,Cashew nuts  with shell,1977,25000
Nigeria,Cashew nuts  with shell,1978,25000
Nigeria,Cashew nuts  with shell,1979,25000
Nigeria,Cashew nuts  with shell,1980,25000
Nigeria,Cashew nuts  with shell,1981,25000
Nigeria,Cashew nuts  with shell,1982,25000
Nigeria,Cashew nuts  with shell,1983,25000
Nigeria,Cashew nuts  with shell,1984,25000
Nigeria,Cashew nuts  with shell,1985,25000
Nigeria,Cashew nuts  with shell,1986,25000
Nigeria,Cashew nuts  with shell,1987,25000
Nigeria,Cashew nuts  with shell,1988,25000
Nigeria,Cashew nuts  with shell,1989,25000
Nigeria,Cashew nuts  with shell,1990,30000
Nigeria,Cashew nuts  with shell,1991,45000
Nigeria,Cashew nuts  with shell,1992,55000
Nigeria,Cashew nuts  with shell,1993,75000
Nigeria,Cashew nuts  with shell,1994,85000
Nigeria,Cashew nuts  with shell,1995,95000
Nigeria,Cashew nuts  with shell,1996,110000
Nigeria,Cashew nuts  with shell,1997,125000
Nigeria,Cashew nuts  with shell,1998,152000
Nigeria,Cashew nuts  with shell,1999,417000
Nigeria,Cashew nuts  with shell,2000,466000
Nigeria,Cashew nuts  with shell,2001,485000
Nigeria,Cashew nuts  with shell,2002,514000
Nigeria,Cashew nuts  with shell,2003,524000
Nigeria,Cashew nuts  with shell,2004,555000
Nigeria,Cashew nuts  with shell,2005,594000
Nigeria,Cashew nuts  with shell,2006,636000
Nigeria,Cashew nuts  with shell,2007,660000
Nigeria,Cashew nuts  with shell,2008,675266
Nigeria,Cashew nuts  with shell,2009,800000
Nigeria,Cashew nuts  with shell,2010,791726
Nigeria,Cashew nuts  with shell,2011,562572
Nigeria,Cashew nuts  with shell,2012,412755
Nigeria,Cashew nuts  with shell,2013,192660
Nigeria,Cashew nuts  with shell,2014,99010
Nigeria,Cashew nuts  with shell,2015,97149
Nigeria,Cashew nuts  with shell,2016,98291
Nigeria,Cashew nuts  with shell,2017,100000
Nigeria,Cashew nuts  with shell,2018,100000
Nigeria,Cashew nuts  with shell,2019,100000
Nigeria,Cassava,1961,7384000
Nigeria,Cassava,1962,7583000
Nigeria,Cassava,1963,7783000
Nigeria,Cassava,1964,7982000
Nigeria,Cassava,1965,8182000
Nigeria,Cassava,1966,8382000
Nigeria,Cassava,1967,8581000
Nigeria,Cassava,1968,8801000
Nigeria,Cassava,1969,9040000
Nigeria,Cassava,1970,10206000
Nigeria,Cassava,1971,9172000
Nigeria,Cassava,1972,9570000
Nigeria,Cassava,1973,9600000
Nigeria,Cassava,1974,9500000
Nigeria,Cassava,1975,10500000
Nigeria,Cassava,1976,11000000
Nigeria,Cassava,1977,11000000
Nigeria,Cassava,1978,12000000
Nigeria,Cassava,1979,12000000
Nigeria,Cassava,1980,11500000
Nigeria,Cassava,1981,11000000
Nigeria,Cassava,1982,11700000
Nigeria,Cassava,1983,9950000
Nigeria,Cassava,1984,11800000
Nigeria,Cassava,1985,12090000
Nigeria,Cassava,1986,12388000
Nigeria,Cassava,1987,13876000
Nigeria,Cassava,1988,15439000
Nigeria,Cassava,1989,17404000
Nigeria,Cassava,1990,19043008
Nigeria,Cassava,1991,26004000
Nigeria,Cassava,1992,29184000
Nigeria,Cassava,1993,30128000
Nigeria,Cassava,1994,31005000
Nigeria,Cassava,1995,31404000
Nigeria,Cassava,1996,31418000
Nigeria,Cassava,1997,32050000
Nigeria,Cassava,1998,32695000
Nigeria,Cassava,1999,32697000
Nigeria,Cassava,2000,32010000
Nigeria,Cassava,2001,32068000
Nigeria,Cassava,2002,34120000
Nigeria,Cassava,2003,36304000
Nigeria,Cassava,2004,38845000
Nigeria,Cassava,2005,41565000
Nigeria,Cassava,2006,45721000
Nigeria,Cassava,2007,43410000
Nigeria,Cassava,2008,44582000
Nigeria,Cassava,2009,36822248
Nigeria,Cassava,2010,42533180
Nigeria,Cassava,2011,46190248
Nigeria,Cassava,2012,50950292
Nigeria,Cassava,2013,47406770
Nigeria,Cassava,2014,56328480
Nigeria,Cassava,2015,57643271
Nigeria,Cassava,2016,59565916
Nigeria,Cassava,2017,55068732
Nigeria,Cassava,2018,55795814
Nigeria,Cassava,2019,59193708
Nigeria,Chillies and peppers  dry,1961,30000
Nigeria,Chillies and peppers  dry,1962,30500
Nigeria,Chillies and peppers  dry,1963,31000
Nigeria,Chillies and peppers  dry,1964,31500
Nigeria,Chillies and peppers  dry,1965,32000
Nigeria,Chillies and peppers  dry,1966,32500
Nigeria,Chillies and peppers  dry,1967,33000
Nigeria,Chillies and peppers  dry,1968,33500
Nigeria,Chillies and peppers  dry,1969,34000
Nigeria,Chillies and peppers  dry,1970,34500
Nigeria,Chillies and peppers  dry,1971,35000
Nigeria,Chillies and peppers  dry,1972,35500
Nigeria,Chillies and peppers  dry,1973,36000
Nigeria,Chillies and peppers  dry,1974,36500
Nigeria,Chillies and peppers  dry,1975,37000
Nigeria,Chillies and peppers  dry,1976,37500
Nigeria,Chillies and peppers  dry,1977,38000
Nigeria,Chillies and peppers  dry,1978,38500
Nigeria,Chillies and peppers  dry,1979,39000
Nigeria,Chillies and peppers  dry,1980,39500
Nigeria,Chillies and peppers  dry,1981,40000
Nigeria,Chillies and peppers  dry,1982,40500
Nigeria,Chillies and peppers  dry,1983,41000
Nigeria,Chillies and peppers  dry,1984,41500
Nigeria,Chillies and peppers  dry,1985,42000
Nigeria,Chillies and peppers  dry,1986,42500
Nigeria,Chillies and peppers  dry,1987,43000
Nigeria,Chillies and peppers  dry,1988,43500
Nigeria,Chillies and peppers  dry,1989,44000
Nigeria,Chillies and peppers  dry,1990,44500
Nigeria,Chillies and peppers  dry,1991,45000
Nigeria,Chillies and peppers  dry,1992,45500
Nigeria,Chillies and peppers  dry,1993,46000
Nigeria,Chillies and peppers  dry,1994,46500
Nigeria,Chillies and peppers  dry,1995,47000
Nigeria,Chillies and peppers  dry,1996,47500
Nigeria,Chillies and peppers  dry,1997,47467
Nigeria,Chillies and peppers  dry,1998,47584
Nigeria,Chillies and peppers  dry,1999,47686
Nigeria,Chillies and peppers  dry,2000,47512
Nigeria,Chillies and peppers  dry,2001,47555
Nigeria,Chillies and peppers  dry,2002,47231
Nigeria,Chillies and peppers  dry,2003,47413
Nigeria,Chillies and peppers  dry,2004,47621
Nigeria,Chillies and peppers  dry,2005,48000
Nigeria,Chillies and peppers  dry,2006,49000
Nigeria,Chillies and peppers  dry,2007,49500
Nigeria,Chillies and peppers  dry,2008,50000
Nigeria,Chillies and peppers  dry,2009,54000
Nigeria,Chillies and peppers  dry,2010,57000
Nigeria,Chillies and peppers  dry,2011,59000
Nigeria,Chillies and peppers  dry,2012,62000
Nigeria,Chillies and peppers  dry,2013,60000
Nigeria,Chillies and peppers  dry,2014,60459
Nigeria,Chillies and peppers  dry,2015,64811
Nigeria,Chillies and peppers  dry,2016,66714
Nigeria,Chillies and peppers  dry,2017,68448
Nigeria,Chillies and peppers  dry,2018,70183
Nigeria,Chillies and peppers  dry,2019,71917
Nigeria,Chillies and peppers  green,1961,388000
Nigeria,Chillies and peppers  green,1962,398000
Nigeria,Chillies and peppers  green,1963,407000
Nigeria,Chillies and peppers  green,1964,418000
Nigeria,Chillies and peppers  green,1965,427000
Nigeria,Chillies and peppers  green,1966,438000
Nigeria,Chillies and peppers  green,1967,450000
Nigeria,Chillies and peppers  green,1968,461000
Nigeria,Chillies and peppers  green,1969,472000
Nigeria,Chillies and peppers  green,1970,484000
Nigeria,Chillies and peppers  green,1971,495000
Nigeria,Chillies and peppers  green,1972,490000
Nigeria,Chillies and peppers  green,1973,480000
Nigeria,Chillies and peppers  green,1974,540000
Nigeria,Chillies and peppers  green,1975,550000
Nigeria,Chillies and peppers  green,1976,570000
Nigeria,Chillies and peppers  green,1977,590000
Nigeria,Chillies and peppers  green,1978,600000
Nigeria,Chillies and peppers  green,1979,620000
Nigeria,Chillies and peppers  green,1980,630000
Nigeria,Chillies and peppers  green,1981,635000
Nigeria,Chillies and peppers  green,1982,650000
Nigeria,Chillies and peppers  green,1983,670000
Nigeria,Chillies and peppers  green,1984,690000
Nigeria,Chillies and peppers  green,1985,700000
Nigeria,Chillies and peppers  green,1986,720000
Nigeria,Chillies and peppers  green,1987,750000
Nigeria,Chillies and peppers  green,1988,780000
Nigeria,Chillies and peppers  green,1989,819000
Nigeria,Chillies and peppers  green,1990,750000
Nigeria,Chillies and peppers  green,1991,650000
Nigeria,Chillies and peppers  green,1992,600000
Nigeria,Chillies and peppers  green,1993,575000
Nigeria,Chillies and peppers  green,1994,593000
Nigeria,Chillies and peppers  green,1995,612000
Nigeria,Chillies and peppers  green,1996,633000
Nigeria,Chillies and peppers  green,1997,745000
Nigeria,Chillies and peppers  green,1998,709000
Nigeria,Chillies and peppers  green,1999,715000
Nigeria,Chillies and peppers  green,2000,715657
Nigeria,Chillies and peppers  green,2001,716937
Nigeria,Chillies and peppers  green,2002,720000
Nigeria,Chillies and peppers  green,2003,717168
Nigeria,Chillies and peppers  green,2004,718409
Nigeria,Chillies and peppers  green,2005,721000
Nigeria,Chillies and peppers  green,2006,721500
Nigeria,Chillies and peppers  green,2007,723000
Nigeria,Chillies and peppers  green,2008,725000
Nigeria,Chillies and peppers  green,2009,727814
Nigeria,Chillies and peppers  green,2010,733631
Nigeria,Chillies and peppers  green,2011,733207
Nigeria,Chillies and peppers  green,2012,735765
Nigeria,Chillies and peppers  green,2013,738324
Nigeria,Chillies and peppers  green,2014,742884
Nigeria,Chillies and peppers  green,2015,750105
Nigeria,Chillies and peppers  green,2016,747384
Nigeria,Chillies and peppers  green,2017,749295
Nigeria,Chillies and peppers  green,2018,751205
Nigeria,Chillies and peppers  green,2019,753116
Nigeria,Cocoa  beans,1961,197000
Nigeria,Cocoa  beans,1962,182000
Nigeria,Cocoa  beans,1963,223000
Nigeria,Cocoa  beans,1964,298300
Nigeria,Cocoa  beans,1965,184600
Nigeria,Cocoa  beans,1966,267200
Nigeria,Cocoa  beans,1967,238000
Nigeria,Cocoa  beans,1968,191800
Nigeria,Cocoa  beans,1969,220800
Nigeria,Cocoa  beans,1970,304800
Nigeria,Cocoa  beans,1971,256600
Nigeria,Cocoa  beans,1972,241100
Nigeria,Cocoa  beans,1973,215000
Nigeria,Cocoa  beans,1974,214000
Nigeria,Cocoa  beans,1975,216000
Nigeria,Cocoa  beans,1976,181000
Nigeria,Cocoa  beans,1977,193000
Nigeria,Cocoa  beans,1978,157000
Nigeria,Cocoa  beans,1979,151000
Nigeria,Cocoa  beans,1980,153000
Nigeria,Cocoa  beans,1981,174000
Nigeria,Cocoa  beans,1982,156000
Nigeria,Cocoa  beans,1983,140000
Nigeria,Cocoa  beans,1984,160800
Nigeria,Cocoa  beans,1985,160000
Nigeria,Cocoa  beans,1986,148000
Nigeria,Cocoa  beans,1987,150000
Nigeria,Cocoa  beans,1988,253000
Nigeria,Cocoa  beans,1989,256000
Nigeria,Cocoa  beans,1990,244000
Nigeria,Cocoa  beans,1991,268000
Nigeria,Cocoa  beans,1992,292000
Nigeria,Cocoa  beans,1993,306000
Nigeria,Cocoa  beans,1994,323000
Nigeria,Cocoa  beans,1995,203000
Nigeria,Cocoa  beans,1996,323000
Nigeria,Cocoa  beans,1997,318000
Nigeria,Cocoa  beans,1998,370000
Nigeria,Cocoa  beans,1999,225000
Nigeria,Cocoa  beans,2000,338000
Nigeria,Cocoa  beans,2001,340000
Nigeria,Cocoa  beans,2002,362000
Nigeria,Cocoa  beans,2003,385000
Nigeria,Cocoa  beans,2004,412000
Nigeria,Cocoa  beans,2005,441000
Nigeria,Cocoa  beans,2006,485000
Nigeria,Cocoa  beans,2007,360570
Nigeria,Cocoa  beans,2008,367020
Nigeria,Cocoa  beans,2009,363510
Nigeria,Cocoa  beans,2010,399200
Nigeria,Cocoa  beans,2011,391000
Nigeria,Cocoa  beans,2012,383000
Nigeria,Cocoa  beans,2013,367000
Nigeria,Cocoa  beans,2014,329870
Nigeria,Cocoa  beans,2015,302066
Nigeria,Cocoa  beans,2016,298029
Nigeria,Cocoa  beans,2017,325000
Nigeria,Cocoa  beans,2018,340000
Nigeria,Cocoa  beans,2019,350146
Nigeria,Coconuts,1961,76000
Nigeria,Coconuts,1962,72000
Nigeria,Coconuts,1963,78000
Nigeria,Coconuts,1964,103000
Nigeria,Coconuts,1965,99000
Nigeria,Coconuts,1966,89000
Nigeria,Coconuts,1967,86000
Nigeria,Coconuts,1968,91000
Nigeria,Coconuts,1969,83000
Nigeria,Coconuts,1970,83000
Nigeria,Coconuts,1971,97000
Nigeria,Coconuts,1972,86000
Nigeria,Coconuts,1973,99000
Nigeria,Coconuts,1974,99000
Nigeria,Coconuts,1975,99000
Nigeria,Coconuts,1976,90000
Nigeria,Coconuts,1977,92000
Nigeria,Coconuts,1978,92000
Nigeria,Coconuts,1979,90000
Nigeria,Coconuts,1980,90000
Nigeria,Coconuts,1981,100000
Nigeria,Coconuts,1982,110000
Nigeria,Coconuts,1983,100000
Nigeria,Coconuts,1984,101000
Nigeria,Coconuts,1985,102000
Nigeria,Coconuts,1986,104000
Nigeria,Coconuts,1987,105000
Nigeria,Coconuts,1988,108000
Nigeria,Coconuts,1989,110000
Nigeria,Coconuts,1990,118000
Nigeria,Coconuts,1991,129000
Nigeria,Coconuts,1992,135000
Nigeria,Coconuts,1993,140000
Nigeria,Coconuts,1994,145000
Nigeria,Coconuts,1995,149000
Nigeria,Coconuts,1996,151000
Nigeria,Coconuts,1997,152000
Nigeria,Coconuts,1998,152000
Nigeria,Coconuts,1999,158000
Nigeria,Coconuts,2000,160000
Nigeria,Coconuts,2001,161000
Nigeria,Coconuts,2002,171000
Nigeria,Coconuts,2003,182000
Nigeria,Coconuts,2004,195000
Nigeria,Coconuts,2005,209000
Nigeria,Coconuts,2006,225000
Nigeria,Coconuts,2007,225500
Nigeria,Coconuts,2008,234000
Nigeria,Coconuts,2009,242949
Nigeria,Coconuts,2010,263815
Nigeria,Coconuts,2011,265000
Nigeria,Coconuts,2012,264814
Nigeria,Coconuts,2013,266045
Nigeria,Coconuts,2014,267520
Nigeria,Coconuts,2015,212800
Nigeria,Coconuts,2016,227200
Nigeria,Coconuts,2017,231200
Nigeria,Coconuts,2018,228000
Nigeria,Coconuts,2019,229578
Nigeria,Coffee  green,1961,1100
Nigeria,Coffee  green,1962,2000
Nigeria,Coffee  green,1963,2000
Nigeria,Coffee  green,1964,3000
Nigeria,Coffee  green,1965,3000
Nigeria,Coffee  green,1966,4000
Nigeria,Coffee  green,1967,1712
Nigeria,Coffee  green,1968,2360
Nigeria,Coffee  green,1969,4776
Nigeria,Coffee  green,1970,2826
Nigeria,Coffee  green,1971,3600
Nigeria,Coffee  green,1972,4171
Nigeria,Coffee  green,1973,2300
Nigeria,Coffee  green,1974,2400
Nigeria,Coffee  green,1975,3000
Nigeria,Coffee  green,1976,3000
Nigeria,Coffee  green,1977,3100
Nigeria,Coffee  green,1978,3100
Nigeria,Coffee  green,1979,3200
Nigeria,Coffee  green,1980,3500
Nigeria,Coffee  green,1981,3000
Nigeria,Coffee  green,1982,3000
Nigeria,Coffee  green,1983,3000
Nigeria,Coffee  green,1984,4000
Nigeria,Coffee  green,1985,6000
Nigeria,Coffee  green,1986,1200
Nigeria,Coffee  green,1987,1500
Nigeria,Coffee  green,1988,1570
Nigeria,Coffee  green,1989,2570
Nigeria,Coffee  green,1990,3030
Nigeria,Coffee  green,1991,3200
Nigeria,Coffee  green,1992,3380
Nigeria,Coffee  green,1993,3580
Nigeria,Coffee  green,1994,3720
Nigeria,Coffee  green,1995,3090
Nigeria,Coffee  green,1996,3780
Nigeria,Coffee  green,1997,3700
Nigeria,Coffee  green,1998,3700
Nigeria,Coffee  green,1999,3750
Nigeria,Coffee  green,2000,3830
Nigeria,Coffee  green,2001,3850
Nigeria,Coffee  green,2002,4100
Nigeria,Coffee  green,2003,4360
Nigeria,Coffee  green,2004,4660
Nigeria,Coffee  green,2005,4990
Nigeria,Coffee  green,2006,5340
Nigeria,Coffee  green,2007,2520
Nigeria,Coffee  green,2008,3000
Nigeria,Coffee  green,2009,2040
Nigeria,Coffee  green,2010,2400
Nigeria,Coffee  green,2011,2525
Nigeria,Coffee  green,2012,2417
Nigeria,Coffee  green,2013,2100
Nigeria,Coffee  green,2014,1972
Nigeria,Coffee  green,2015,1755
Nigeria,Coffee  green,2016,1466
Nigeria,Coffee  green,2017,1290
Nigeria,Coffee  green,2018,1161
Nigeria,Coffee  green,2019,1117
Nigeria,Cow peas  dry,1961,431000
Nigeria,Cow peas  dry,1962,508000
Nigeria,Cow peas  dry,1963,611000
Nigeria,Cow peas  dry,1964,616000
Nigeria,Cow peas  dry,1965,646000
Nigeria,Cow peas  dry,1966,580000
Nigeria,Cow peas  dry,1967,550000
Nigeria,Cow peas  dry,1968,648000
Nigeria,Cow peas  dry,1969,931000
Nigeria,Cow peas  dry,1970,884000
Nigeria,Cow peas  dry,1971,801000
Nigeria,Cow peas  dry,1972,408000
Nigeria,Cow peas  dry,1973,530000
Nigeria,Cow peas  dry,1974,1097000
Nigeria,Cow peas  dry,1975,858000
Nigeria,Cow peas  dry,1976,727000
Nigeria,Cow peas  dry,1977,408000
Nigeria,Cow peas  dry,1978,498000
Nigeria,Cow peas  dry,1979,624000
Nigeria,Cow peas  dry,1980,510000
Nigeria,Cow peas  dry,1981,560000
Nigeria,Cow peas  dry,1982,616000
Nigeria,Cow peas  dry,1983,583000
Nigeria,Cow peas  dry,1984,477000
Nigeria,Cow peas  dry,1985,611000
Nigeria,Cow peas  dry,1986,642000
Nigeria,Cow peas  dry,1987,688000
Nigeria,Cow peas  dry,1988,887000
Nigeria,Cow peas  dry,1989,1232000
Nigeria,Cow peas  dry,1990,1352000
Nigeria,Cow peas  dry,1991,1354000
Nigeria,Cow peas  dry,1992,1411000
Nigeria,Cow peas  dry,1993,1576000
Nigeria,Cow peas  dry,1994,1545000
Nigeria,Cow peas  dry,1995,1751000
Nigeria,Cow peas  dry,1996,1847000
Nigeria,Cow peas  dry,1997,1909000
Nigeria,Cow peas  dry,1998,2055000
Nigeria,Cow peas  dry,1999,2108000
Nigeria,Cow peas  dry,2000,2150000
Nigeria,Cow peas  dry,2001,2172000
Nigeria,Cow peas  dry,2002,2311000
Nigeria,Cow peas  dry,2003,2459000
Nigeria,Cow peas  dry,2004,2631000
Nigeria,Cow peas  dry,2005,2815000
Nigeria,Cow peas  dry,2006,3040000
Nigeria,Cow peas  dry,2007,3000000
Nigeria,Cow peas  dry,2008,2916000
Nigeria,Cow peas  dry,2009,2371640
Nigeria,Cow peas  dry,2010,3368250
Nigeria,Cow peas  dry,2011,1643851
Nigeria,Cow peas  dry,2012,5146000
Nigeria,Cow peas  dry,2013,4630540
Nigeria,Cow peas  dry,2014,2137900
Nigeria,Cow peas  dry,2015,2306200
Nigeria,Cow peas  dry,2016,3750470
Nigeria,Cow peas  dry,2017,3874740
Nigeria,Cow peas  dry,2018,3500000
Nigeria,Cow peas  dry,2019,3576361
Nigeria,Fibre crops nes,1988,10
Nigeria,Fibre crops nes,1989,10
Nigeria,Fibre crops nes,1990,11
Nigeria,Fibre crops nes,1991,12
Nigeria,Fibre crops nes,1992,10
Nigeria,Fibre crops nes,1993,20
Nigeria,Fonio,1961,33000
Nigeria,Fonio,1962,36000
Nigeria,Fonio,1963,37000
Nigeria,Fonio,1964,38000
Nigeria,Fonio,1965,38000
Nigeria,Fonio,1966,39000
Nigeria,Fonio,1967,40000
Nigeria,Fonio,1968,41000
Nigeria,Fonio,1969,25000
Nigeria,Fonio,1970,18000
Nigeria,Fonio,1971,18000
Nigeria,Fonio,1972,14000
Nigeria,Fonio,1973,14000
Nigeria,Fonio,1974,17000
Nigeria,Fonio,1975,16000
Nigeria,Fonio,1976,14000
Nigeria,Fonio,1977,14000
Nigeria,Fonio,1978,16000
Nigeria,Fonio,1979,16000
Nigeria,Fonio,1980,18000
Nigeria,Fonio,1981,20000
Nigeria,Fonio,1982,20000
Nigeria,Fonio,1983,18000
Nigeria,Fonio,1984,23000
Nigeria,Fonio,1985,25000
Nigeria,Fonio,1986,27000
Nigeria,Fonio,1987,26000
Nigeria,Fonio,1988,30000
Nigeria,Fonio,1989,35000
Nigeria,Fonio,1990,39000
Nigeria,Fonio,1991,43000
Nigeria,Fonio,1992,47000
Nigeria,Fonio,1993,50000
Nigeria,Fonio,1994,55000
Nigeria,Fonio,1995,58000
Nigeria,Fonio,1996,64000
Nigeria,Fonio,1997,66000
Nigeria,Fonio,1998,68000
Nigeria,Fonio,1999,71000
Nigeria,Fonio,2000,76000
Nigeria,Fonio,2001,80000
Nigeria,Fonio,2002,83000
Nigeria,Fonio,2003,83000
Nigeria,Fonio,2004,81000
Nigeria,Fonio,2005,95000
Nigeria,Fonio,2006,80000
Nigeria,Fonio,2007,69000
Nigeria,Fonio,2008,70000
Nigeria,Fonio,2009,74000
Nigeria,Fonio,2010,79087
Nigeria,Fonio,2011,81941
Nigeria,Fonio,2012,81486
Nigeria,Fonio,2013,81863
Nigeria,Fonio,2014,82270
Nigeria,Fonio,2015,83071
Nigeria,Fonio,2016,82671
Nigeria,Fonio,2017,82886
Nigeria,Fonio,2018,83101
Nigeria,Fonio,2019,83317
Nigeria,Fruit  citrus nes,1961,1000000
Nigeria,Fruit  citrus nes,1962,1000000
Nigeria,Fruit  citrus nes,1963,1000000
Nigeria,Fruit  citrus nes,1964,1000000
Nigeria,Fruit  citrus nes,1965,1000000
Nigeria,Fruit  citrus nes,1966,1000000
Nigeria,Fruit  citrus nes,1967,1000000
Nigeria,Fruit  citrus nes,1968,1000000
Nigeria,Fruit  citrus nes,1969,1000000
Nigeria,Fruit  citrus nes,1970,1500000
Nigeria,Fruit  citrus nes,1971,1500000
Nigeria,Fruit  citrus nes,1972,1500000
Nigeria,Fruit  citrus nes,1973,1500000
Nigeria,Fruit  citrus nes,1974,1500000
Nigeria,Fruit  citrus nes,1975,1500000
Nigeria,Fruit  citrus nes,1976,1500000
Nigeria,Fruit  citrus nes,1977,1500000
Nigeria,Fruit  citrus nes,1978,1500000
Nigeria,Fruit  citrus nes,1979,1800000
Nigeria,Fruit  citrus nes,1980,1800000
Nigeria,Fruit  citrus nes,1981,1800000
Nigeria,Fruit  citrus nes,1982,1800000
Nigeria,Fruit  citrus nes,1983,2000000
Nigeria,Fruit  citrus nes,1984,2000000
Nigeria,Fruit  citrus nes,1985,2000000
Nigeria,Fruit  citrus nes,1986,2000000
Nigeria,Fruit  citrus nes,1987,2000000
Nigeria,Fruit  citrus nes,1988,2000000
Nigeria,Fruit  citrus nes,1989,2024000
Nigeria,Fruit  citrus nes,1990,2083000
Nigeria,Fruit  citrus nes,1991,2500000
Nigeria,Fruit  citrus nes,1992,2750000
Nigeria,Fruit  citrus nes,1993,2972000
Nigeria,Fruit  citrus nes,1994,2651000
Nigeria,Fruit  citrus nes,1995,2720000
Nigeria,Fruit  citrus nes,1996,2863000
